Split	Annotator.ID	Sentence1.ID	Pred1.Span	Pred1.Token	Event1.ID	Sentence2.ID	Pred2.Span	Pred2.Token	Event2.ID	Pred1.Text	Pred1.Lemma	Pred2.Text	Pred2.Lemma	Pred1.Duration	Pred2.Duration	Pred1.Beg	Pred1.End	Pred2.Beg	Pred2.End	Pred1.Duration.Confidence	Pred2.Duration.Confidence	Relation.Confidence	Document.ID
train	619	en-ud-train.conllu 11392	9	9	en-ud-train.conllu 11392_9	en-ud-train.conllu 11393	12	12	en-ud-train.conllu 11393_12	remodeled	remodel	made	make	5	5	14 	 50	14 	 88	4.0	4.0	4.0	447
train	619	en-ud-train.conllu 6485	1	1	en-ud-train.conllu 6485_1	en-ud-train.conllu 6486	6_7	7	en-ud-train.conllu 6486_7	have	have	were delighted	delighted	6	6	28 	 65	5 	 89	4.0	4.0	4.0	78
train	619	en-ud-train.conllu 9984	6	6	en-ud-train.conllu 9984_6	en-ud-train.conllu 9984	13	13	en-ud-train.conllu 9984_13	does	do	love	love	7	6	7 	 89	35 	 73	4.0	4.0	4.0	228
train	619	en-ud-train.conllu 11850	2	2	en-ud-train.conllu 11850_2	en-ud-train.conllu 11851	14	14	en-ud-train.conllu 11851_14	trust	trust	taking	take	6	7	27 	 65	8 	 93	4.0	4.0	4.0	495
train	619	en-ud-train.conllu 11066	3_4_5_6_7	6	en-ud-train.conllu 11066_6	en-ud-train.conllu 11067	2_3_4	4	en-ud-train.conllu 11067_4	was basically two rooms with	room	are in town	town	4	5	45 	 65	10 	 85	4.0	4.0	4.0	405
train	619	en-ud-train.conllu 2687	2_3	3	en-ud-train.conllu 2687_3	en-ud-train.conllu 2688	1	1	en-ud-train.conllu 2688_1	be delighted	delighted	hope	hope	2	6	56 	 65	10 	 92	4.0	4.0	4.0	32
train	619	en-ud-train.conllu 5132	1	1	en-ud-train.conllu 5132_1	en-ud-train.conllu 5132	3	3	en-ud-train.conllu 5132_3	began	begin	withhold	withhold	4	4	9 	 52	9 	 79	4.0	4.0	4.0	54
train	619	en-ud-train.conllu 1320	13_14	14	en-ud-train.conllu 1320_14	en-ud-train.conllu 1321	10	10	en-ud-train.conllu 1321_10	is Iran	Iran	expand	expand	6	6	9 	 99	35 	 91	4.0	4.0	4.0	16
train	619	en-ud-train.conllu 8948	4	4	en-ud-train.conllu 8948_4	en-ud-train.conllu 8949	3	3	en-ud-train.conllu 8949_3	get	get	sleep	sleep	2	6	28 	 43	9 	 92	4.0	4.0	4.0	177
train	619	en-ud-train.conllu 6634	14	14	en-ud-train.conllu 6634_14	en-ud-train.conllu 6634	31	31	en-ud-train.conllu 6634_31	regenerate	regenerate	unpredictable	unpredictable	6	6	35 	 88	13 	 65	4.0	4.0	4.0	79
train	619	en-ud-train.conllu 5896	3	3	en-ud-train.conllu 5896_3	en-ud-train.conllu 5897	1	1	en-ud-train.conllu 5897_1	have	have	hope	hope	6	2	7 	 78	41 	 48	4.0	4.0	4.0	68
train	619	en-ud-train.conllu 5584	15	15	en-ud-train.conllu 5584_15	en-ud-train.conllu 5584	42	42	en-ud-train.conllu 5584_42	tried	try	used	use	4	7	35 	 52	11 	 91	4.0	4.0	4.0	62
train	619	en-ud-train.conllu 9470	3	3	en-ud-train.conllu 9470_3	en-ud-train.conllu 9471	11	11	en-ud-train.conllu 9471_11	want	want	sure	sure	6	2	11 	 80	38 	 46	4.0	4.0	4.0	189
train	619	en-ud-train.conllu 1715	23	23	en-ud-train.conllu 1715_23	en-ud-train.conllu 1715	30	30	en-ud-train.conllu 1715_30	sure	sure	get	get	4	2	13 	 65	29 	 39	4.0	4.0	4.0	20
train	427	en-ud-train.conllu 1397	22	22	en-ud-train.conllu 1397_22	en-ud-train.conllu 1397	57	57	en-ud-train.conllu 1397_57	seek	seek	willing	willing	7	7	0 	 100	0 	 100	4.0	4.0	4.0	17
train	427	en-ud-train.conllu 1397	4	4	en-ud-train.conllu 1397_4	en-ud-train.conllu 1397	18	18	en-ud-train.conllu 1397_18	reported	report	said	say	3	10	40 	 44	0 	 100	4.0	3.0	2.0	17
train	427	en-ud-train.conllu 2801	5	5	en-ud-train.conllu 2801_5	en-ud-train.conllu 2801	7	7	en-ud-train.conllu 2801_7	like	like	hear	hear	3	2	55 	 65	86 	 89	2.0	2.0	2.0	33
train	427	en-ud-train.conllu 956	10	10	en-ud-train.conllu 956_10	en-ud-train.conllu 957	52	52	en-ud-train.conllu 957_52	did	do	apply	apply	7	7	0 	 29	0 	 100	1.0	4.0	4.0	15
train	427	en-ud-train.conllu 5728	2	2	en-ud-train.conllu 5728_2	en-ud-train.conllu 5728	9	9	en-ud-train.conllu 5728_9	writing	write	seek	seek	2	2	0 	 3	10 	 13	2.0	2.0	2.0	65
train	619	en-ud-train.conllu 398	11	11	en-ud-train.conllu 398_11	en-ud-train.conllu 399	28	28	en-ud-train.conllu 399_28	questioned	question	tell	tell	2	2	12 	 26	70 	 88	4.0	4.0	4.0	9
train	619	en-ud-train.conllu 12369	6	6	en-ud-train.conllu 12369_6	en-ud-train.conllu 12370	6_7	7	en-ud-train.conllu 12370_7	written	write	was sorry	sorry	7	2	10 	 89	50 	 65	4.0	4.0	4.0	533
train	619	en-ud-train.conllu 286	14_15_16_19	16	en-ud-train.conllu 286_16	en-ud-train.conllu 287	11	11	en-ud-train.conllu 287_11	was immensely unpopular in	unpopular	is	be	6	6	6 	 50	58 	 91	4.0	4.0	4.0	7
train	619	en-ud-train.conllu 8956	1	1	en-ud-train.conllu 8956_1	en-ud-train.conllu 8957	13	13	en-ud-train.conllu 8957_13	put	put	make	make	2	2	10 	 27	68 	 86	4.0	4.0	4.0	177
train	619	en-ud-train.conllu 8964	2	2	en-ud-train.conllu 8964_2	en-ud-train.conllu 8964	5	5	en-ud-train.conllu 8964_5	explore	explore	moved	move	4	4	70 	 89	14 	 37	4.0	4.0	4.0	177
train	71	en-ud-train.conllu 172	10	10	en-ud-train.conllu 172_10	en-ud-train.conllu 172	18	18	en-ud-train.conllu 172_18	faltered	falter	posed	pose	2	2	32 	 43	62 	 71	4.0	4.0	4.0	5
train	71	en-ud-train.conllu 11232	1	1	en-ud-train.conllu 11232_1	en-ud-train.conllu 11233	2	2	en-ud-train.conllu 11233_2	had	have	said	say	2	2	11 	 18	54 	 61	4.0	4.0	4.0	427
train	71	en-ud-train.conllu 11074	7	7	en-ud-train.conllu 11074_7	en-ud-train.conllu 11075	4_5_6	6	en-ud-train.conllu 11075_6	seen	see	was in heaven	heaven	2	3	28 	 37	38 	 93	4.0	4.0	4.0	407
train	71	en-ud-train.conllu 3363	2	2	en-ud-train.conllu 3363_2	en-ud-train.conllu 3363	14	14	en-ud-train.conllu 3363_14	get	get	forward	forward	2	2	8 	 16	57 	 65	4.0	4.0	4.0	38
train	71	en-ud-train.conllu 9907	2	2	en-ud-train.conllu 9907_2	en-ud-train.conllu 9908	12	12	en-ud-train.conllu 9908_12	recommend	recommend	walk	walk	2	6	11 	 28	49 	 65	4.0	4.0	4.0	212
train	619	en-ud-train.conllu 11483	1	1	en-ud-train.conllu 11483_1	en-ud-train.conllu 11483	6	6	en-ud-train.conllu 11483_6	let	let	saying	say	2	2	9 	 49	35 	 72	4.0	4.0	4.0	458
train	619	en-ud-train.conllu 2317	1	1	en-ud-train.conllu 2317_1	en-ud-train.conllu 2317	3	3	en-ud-train.conllu 2317_3	review	review	approve	approve	2	2	12 	 35	53 	 73	4.0	4.0	4.0	28
train	619	en-ud-train.conllu 9219	3	3	en-ud-train.conllu 9219_3	en-ud-train.conllu 9220	14	14	en-ud-train.conllu 9220_14	going	go	eat	eat	5	9	28 	 56	9 	 91	4.0	4.0	4.0	184
train	619	en-ud-train.conllu 6599	14	14	en-ud-train.conllu 6599_14	en-ud-train.conllu 6600	12	12	en-ud-train.conllu 6600_12	see	see	dreamed	dream	6	7	35 	 59	8 	 91	4.0	4.0	4.0	79
train	619	en-ud-train.conllu 4766	2_3	3	en-ud-train.conllu 4766_3	en-ud-train.conllu 4766	6	6	en-ud-train.conllu 4766_6	was relieved	relieved	called	call	3	2	29 	 89	15 	 37	4.0	4.0	4.0	51
train	619	en-ud-train.conllu 8480	3_4_5_6	5	en-ud-train.conllu 8480_5	en-ud-train.conllu 8481	17	17	en-ud-train.conllu 8481_17	is a series of	series	need	need	8	8	9 	 86	9 	 86	4.0	4.0	4.0	160
train	619	en-ud-train.conllu 8162	3	3	en-ud-train.conllu 8162_3	en-ud-train.conllu 8162	5	5	en-ud-train.conllu 8162_5	used	use	clog	clog	7	7	13 	 65	13 	 65	4.0	4.0	4.0	145
train	619	en-ud-train.conllu 1818	5	5	en-ud-train.conllu 1818_5	en-ud-train.conllu 1819	5	5	en-ud-train.conllu 1819_5	stay	stay	assigned	assign	6	6	10 	 89	40 	 65	4.0	4.0	4.0	21
train	619	en-ud-train.conllu 3225	3	3	en-ud-train.conllu 3225_3	en-ud-train.conllu 3225	28	28	en-ud-train.conllu 3225_28	know	know	want	want	5	5	9 	 52	40 	 92	4.0	4.0	4.0	37
train	619	en-ud-train.conllu 5683	2	2	en-ud-train.conllu 5683_2	en-ud-train.conllu 5684	1	1	en-ud-train.conllu 5684_1	low	low	tell	tell	6	2	9 	 93	62 	 74	4.0	4.0	4.0	64
train	619	en-ud-train.conllu 1455	9	9	en-ud-train.conllu 1455_9	en-ud-train.conllu 1456	5	5	en-ud-train.conllu 1456_5	associated	associate	charged	charge	6	2	13 	 91	50 	 65	4.0	4.0	4.0	17
train	619	en-ud-train.conllu 7482	22	22	en-ud-train.conllu 7482_22	en-ud-train.conllu 7482	42	42	en-ud-train.conllu 7482_42	pour	pour	making	make	2	4	56 	 65	7 	 43	4.0	4.0	4.0	107
train	619	en-ud-train.conllu 6205	18	18	en-ud-train.conllu 6205_18	en-ud-train.conllu 6205	25	25	en-ud-train.conllu 6205_25	ive	ive	last	last	7	7	22 	 71	9 	 90	4.0	4.0	4.0	74
train	619	en-ud-train.conllu 3911	4	4	en-ud-train.conllu 3911_4	en-ud-train.conllu 3911	6	6	en-ud-train.conllu 3911_6	invited	invite	join	join	5	3	6 	 42	64 	 75	4.0	4.0	4.0	45
train	619	en-ud-train.conllu 12035	1	1	en-ud-train.conllu 12035_1	en-ud-train.conllu 12036	1_2_3_4	4	en-ud-train.conllu 12036_4	worked	work	were a small problem	problem	4	4	10 	 65	10 	 65	4.0	4.0	4.0	509
train	619	en-ud-train.conllu 9065	8	8	en-ud-train.conllu 9065_8	en-ud-train.conllu 9066	3	3	en-ud-train.conllu 9066_3	do	do	do	do	6	6	11 	 65	52 	 90	4.0	4.0	4.0	180
train	619	en-ud-train.conllu 2013	2_4	4	en-ud-train.conllu 2013_4	en-ud-train.conllu 2013	14	14	en-ud-train.conllu 2013_14	`s fat	fat	say	say	7	7	8 	 65	8 	 65	4.0	4.0	4.0	24
train	619	en-ud-train.conllu 10936	2	2	en-ud-train.conllu 10936_2	en-ud-train.conllu 10937	3	3	en-ud-train.conllu 10937_3	lighter	lighter	thank	thank	6	2	12 	 80	35 	 45	4.0	4.0	4.0	387
train	619	en-ud-train.conllu 10632	2	2	en-ud-train.conllu 10632_2	en-ud-train.conllu 10633	3	3	en-ud-train.conllu 10633_3	recommend	recommend	purchased	purchase	2	7	45 	 57	7 	 77	4.0	4.0	4.0	343
train	619	en-ud-train.conllu 10456	1	1	en-ud-train.conllu 10456_1	en-ud-train.conllu 10456	8_9_10	10	en-ud-train.conllu 10456_10	used	use	was a nightmare	nightmare	6	6	9 	 65	9 	 65	4.0	4.0	4.0	315
train	71	en-ud-train.conllu 6096	3	3	en-ud-train.conllu 6096_3	en-ud-train.conllu 6096	63_64_65	64	en-ud-train.conllu 6096_64	believes	believe	be free of	free	7	8	43 	 65	5 	 46	2.0	2.0	2.0	72
train	71	en-ud-train.conllu 9801	1	1	en-ud-train.conllu 9801_1	en-ud-train.conllu 9801	3	3	en-ud-train.conllu 9801_3	know	know	did	do	2	5	3 	 20	28 	 65	3.0	3.0	3.0	193
train	71	en-ud-train.conllu 2195	3	3	en-ud-train.conllu 2195_3	en-ud-train.conllu 2195	6	6	en-ud-train.conllu 2195_6	asked	ask	set	set	2	2	4 	 18	26 	 40	3.0	3.0	3.0	26
train	71	en-ud-train.conllu 341	9	9	en-ud-train.conllu 341_9	en-ud-train.conllu 342	1	1	en-ud-train.conllu 342_1	spent	spend	follows	follow	7	2	8 	 39	38 	 50	2.0	3.0	2.0	9
train	71	en-ud-train.conllu 11585	1	1	en-ud-train.conllu 11585_1	en-ud-train.conllu 11585	35_36	36	en-ud-train.conllu 11585_36	understand	understand	is nice	nice	2	6	3 	 13	5 	 55	2.0	2.0	2.0	468
train	427	en-ud-train.conllu 10618	5_6	6	en-ud-train.conllu 10618_6	en-ud-train.conllu 10618	11	11	en-ud-train.conllu 10618_11	was stuck	stuck	called	call	4	2	0 	 4	5 	 5	1.0	4.0	3.0	341
train	427	en-ud-train.conllu 5377	3_4	4	en-ud-train.conllu 5377_4	en-ud-train.conllu 5377	8	8	en-ud-train.conllu 5377_8	&#39;re stuck	stuck	give	give	7	7	0 	 100	0 	 100	2.0	2.0	2.0	56
train	427	en-ud-train.conllu 7991	2	2	en-ud-train.conllu 7991_2	en-ud-train.conllu 7992	10	10	en-ud-train.conllu 7992_10	need	need	sure	sure	7	7	0 	 100	0 	 100	4.0	4.0	4.0	138
train	427	en-ud-train.conllu 5891	2	2	en-ud-train.conllu 5891_2	en-ud-train.conllu 5891	5	5	en-ud-train.conllu 5891_5	attach	attach	explaining	explain	1	2	0 	 0	1 	 6	4.0	2.0	2.0	68
train	427	en-ud-train.conllu 6785	16	16	en-ud-train.conllu 6785_16	en-ud-train.conllu 6785	24	24	en-ud-train.conllu 6785_24	deserve	deserve	known	know	7	3	0 	 100	98 	 100	4.0	1.0	1.0	81
train	676	en-ud-train.conllu 11383	3	3	en-ud-train.conllu 11383_3	en-ud-train.conllu 11384	7	7	en-ud-train.conllu 11384_7	stay	stay	treated	treat	4	2	5 	 19	5 	 19	4.0	2.0	2.0	446
train	676	en-ud-train.conllu 5105	14	14	en-ud-train.conllu 5105_14	en-ud-train.conllu 5105	37	37	en-ud-train.conllu 5105_37	heads	head	helped	help	7	7	8 	 38	14 	 54	4.0	4.0	4.0	54
train	676	en-ud-train.conllu 8174	4_5_6_7	6	en-ud-train.conllu 8174_6	en-ud-train.conllu 8174	24	24	en-ud-train.conllu 8174_24	was in reference to	reference	effected	effect	2	0	11 	 30	18 	 23	4.0	1.0	2.0	146
train	676	en-ud-train.conllu 8481	17	17	en-ud-train.conllu 8481_17	en-ud-train.conllu 8481	23	23	en-ud-train.conllu 8481_23	need	need	see	see	10	0	8 	 39	14 	 19	4.0	4.0	4.0	160
train	676	en-ud-train.conllu 2338	1	1	en-ud-train.conllu 2338_1	en-ud-train.conllu 2338	6	6	en-ud-train.conllu 2338_6	noted	note	walked	walk	4	8	6 	 16	9 	 37	4.0	4.0	4.0	28
train	211	en-ud-train.conllu 12384	21	21	en-ud-train.conllu 12384_21	en-ud-train.conllu 12384	30	30	en-ud-train.conllu 12384_30	willing	willing	be	be	6	6	28 	 65	18 	 80	1.0	2.0	1.0	534
train	211	en-ud-train.conllu 1230	2	2	en-ud-train.conllu 1230_2	en-ud-train.conllu 1231	2	2	en-ud-train.conllu 1231_2	blows	blow	called	call	0	4	41 	 50	53 	 92	3.0	3.0	3.0	16
train	211	en-ud-train.conllu 11026	5	5	en-ud-train.conllu 11026_5	en-ud-train.conllu 11027	1	1	en-ud-train.conllu 11027_1	said	say	asked	ask	2	1	42 	 68	53 	 62	3.0	3.0	3.0	399
train	211	en-ud-train.conllu 636	8	8	en-ud-train.conllu 636_8	en-ud-train.conllu 637	8	8	en-ud-train.conllu 637_8	suffered	suffer	are	be	8	7	0 	 79	50 	 78	4.0	2.0	3.0	13
train	211	en-ud-train.conllu 3737	1	1	en-ud-train.conllu 3737_1	en-ud-train.conllu 3737	21	21	en-ud-train.conllu 3737_21	plan	plan	demonstrate	demonstrate	6	6	23 	 56	28 	 53	3.0	3.0	3.0	43
train	619	en-ud-train.conllu 1789	1_2_3_4_5_6_7	7	en-ud-train.conllu 1789_7	en-ud-train.conllu 1790	5	5	en-ud-train.conllu 1790_5	is NOT an Enron -...	event	taking	take	3	5	8 	 30	35 	 87	4.0	4.0	4.0	21
train	619	en-ud-train.conllu 1426	24	24	en-ud-train.conllu 1426_24	en-ud-train.conllu 1426	28	28	en-ud-train.conllu 1426_28	report	report	sent	send	2	2	78 	 91	10 	 24	4.0	4.0	4.0	17
train	619	en-ud-train.conllu 858	8	8	en-ud-train.conllu 858_8	en-ud-train.conllu 859	13	13	en-ud-train.conllu 859_13	added	add	grew	grow	4	6	73 	 82	6 	 65	4.0	4.0	4.0	15
train	619	en-ud-train.conllu 9675	3	3	en-ud-train.conllu 9675_3	en-ud-train.conllu 9676	5_6_7_8	8	en-ud-train.conllu 9676_8	left	leave	is the same foot	foot	5	5	23 	 73	7 	 90	4.0	4.0	4.0	192
train	619	en-ud-train.conllu 881	1	1	en-ud-train.conllu 881_1	en-ud-train.conllu 881	24	24	en-ud-train.conllu 881_24	read	read	obeying	obey	2	6	76 	 89	8 	 65	4.0	4.0	4.0	15
train	427	en-ud-train.conllu 7688	0	0	en-ud-train.conllu 7688_0	en-ud-train.conllu 7689	7	7	en-ud-train.conllu 7689_7	Stay	stay	going	go	2	2	0 	 39	42 	 100	4.0	4.0	3.0	121
train	427	en-ud-train.conllu 3643	2	2	en-ud-train.conllu 3643_2	en-ud-train.conllu 3643	11	11	en-ud-train.conllu 3643_11	received	receive	dated	date	2	7	0 	 2	0 	 100	4.0	1.0	1.0	41
train	427	en-ud-train.conllu 9318	6	6	en-ud-train.conllu 9318_6	en-ud-train.conllu 9319	2	2	en-ud-train.conllu 9319_2	building	build	agreed	agree	7	2	0 	 100	97 	 100	2.0	2.0	2.0	186
train	427	en-ud-train.conllu 4583	1	1	en-ud-train.conllu 4583_1	en-ud-train.conllu 4583	8	8	en-ud-train.conllu 4583_8	Adopts	adopt	moderate	moderate	7	7	0 	 100	0 	 100	2.0	2.0	2.0	50
train	427	en-ud-train.conllu 2268	4	4	en-ud-train.conllu 2268_4	en-ud-train.conllu 2268	5_6_7_8	8	en-ud-train.conllu 2268_8	had	have	was for package V02	v02	2	4	0 	 1	3 	 23	1.0	0.0	0.0	27
train	427	en-ud-train.conllu 880	3	3	en-ud-train.conllu 880_3	en-ud-train.conllu 881	14	14	en-ud-train.conllu 881_14	hint	hint	get	get	7	6	0 	 100	0 	 13	2.0	3.0	2.0	15
train	427	en-ud-train.conllu 1215	4	4	en-ud-train.conllu 1215_4	en-ud-train.conllu 1215	9	9	en-ud-train.conllu 1215_9	prevent	prevent	giving	give	7	7	0 	 100	0 	 100	4.0	4.0	4.0	16
train	427	en-ud-train.conllu 6090	3	3	en-ud-train.conllu 6090_3	en-ud-train.conllu 6091	49	49	en-ud-train.conllu 6091_49	make	make	agree	agree	2	8	0 	 3	0 	 100	2.0	2.0	2.0	72
train	427	en-ud-train.conllu 2782	2	2	en-ud-train.conllu 2782_2	en-ud-train.conllu 2783	4	4	en-ud-train.conllu 2783_4	going	go	pay	pay	3	2	49 	 53	64 	 64	2.0	2.0	1.0	33
train	427	en-ud-train.conllu 2742	9_10_11	10	en-ud-train.conllu 2742_10	en-ud-train.conllu 2742	19	19	en-ud-train.conllu 2742_19	be free of	free	affect	affect	6	6	0 	 100	0 	 100	1.0	1.0	1.0	32
train	619	en-ud-train.conllu 5745	7	7	en-ud-train.conllu 5745_7	en-ud-train.conllu 5745	10	10	en-ud-train.conllu 5745_10	regretted	regret	assure	assure	3	6	35 	 59	6 	 85	4.0	4.0	4.0	65
train	619	en-ud-train.conllu 2995	4	4	en-ud-train.conllu 2995_4	en-ud-train.conllu 2995	21	21	en-ud-train.conllu 2995_21	memorized	memorize	know	know	2	6	53 	 65	12 	 87	4.0	4.0	4.0	35
train	619	en-ud-train.conllu 5153	21	21	en-ud-train.conllu 5153_21	en-ud-train.conllu 5153	32	32	en-ud-train.conllu 5153_32	represents	represent	eliminating	eliminate	6	5	8 	 88	50 	 65	4.0	4.0	4.0	54
train	619	en-ud-train.conllu 8932	2	2	en-ud-train.conllu 8932_2	en-ud-train.conllu 8932	8	8	en-ud-train.conllu 8932_8	buying	buy	travelling	travel	2	5	9 	 17	17 	 85	4.0	4.0	4.0	176
train	619	en-ud-train.conllu 5711	5	5	en-ud-train.conllu 5711_5	en-ud-train.conllu 5711	10	10	en-ud-train.conllu 5711_10	get	get	get	get	2	2	12 	 29	29 	 48	4.0	4.0	4.0	64
train	211	en-ud-train.conllu 8517	1	1	en-ud-train.conllu 8517_1	en-ud-train.conllu 8517	19	19	en-ud-train.conllu 8517_19	listed	list	face	face	7	4	10 	 70	35 	 55	3.0	2.0	3.0	162
train	211	en-ud-train.conllu 6433	6	6	en-ud-train.conllu 6433_6	en-ud-train.conllu 6434	0	0	en-ud-train.conllu 6434_0	include	include	Hidden	hide	6	6	24 	 65	33 	 61	1.0	1.0	2.0	77
train	211	en-ud-train.conllu 5937	4	4	en-ud-train.conllu 5937_4	en-ud-train.conllu 5937	28	28	en-ud-train.conllu 5937_28	boosted	boost	contributed	contribute	7	7	15 	 83	17 	 81	3.0	3.0	3.0	69
train	211	en-ud-train.conllu 6528	2	2	en-ud-train.conllu 6528_2	en-ud-train.conllu 6528	23	23	en-ud-train.conllu 6528_23	heard	hear	used	use	2	4	41 	 56	6 	 36	2.0	2.0	3.0	78
train	211	en-ud-train.conllu 8555	2	2	en-ud-train.conllu 8555_2	en-ud-train.conllu 8556	23	23	en-ud-train.conllu 8556_23	own	own	thinking	think	6	4	52 	 100	77 	 93	2.0	2.0	3.0	164
train	211	en-ud-train.conllu 10997	1	1	en-ud-train.conllu 10997_1	en-ud-train.conllu 10998	8	8	en-ud-train.conllu 10998_8	love	love	safe	safe	6	6	18 	 86	22 	 84	3.0	3.0	3.0	396
train	211	en-ud-train.conllu 6201	3	3	en-ud-train.conllu 6201_3	en-ud-train.conllu 6201	17	17	en-ud-train.conllu 6201_17	trapped	trap	kept	keep	4	4	26 	 40	52 	 65	2.0	2.0	2.0	74
train	211	en-ud-train.conllu 308	34	34	en-ud-train.conllu 308_34	en-ud-train.conllu 308	36	36	en-ud-train.conllu 308_36	like	like	even	even	7	7	29 	 82	31 	 81	2.0	2.0	2.0	8
train	211	en-ud-train.conllu 6619	4_5_6_7	7	en-ud-train.conllu 6619_7	en-ud-train.conllu 6620	12	12	en-ud-train.conllu 6620_12	be a lean year	year	change	change	6	5	20 	 80	50 	 62	4.0	2.0	2.0	79
train	211	en-ud-train.conllu 12332	0	0	en-ud-train.conllu 12332_0	en-ud-train.conllu 12333	6	6	en-ud-train.conllu 12333_6	Trust	trust	take	take	1	5	21 	 48	56 	 89	1.0	1.0	2.0	531
train	619	en-ud-train.conllu 7212	26	26	en-ud-train.conllu 7212_26	en-ud-train.conllu 7212	28_29	29	en-ud-train.conllu 7212_29	thinks	think	&#39;m japanese	japanese	6	6	9 	 94	9 	 94	4.0	4.0	4.0	86
train	619	en-ud-train.conllu 12050	46	46	en-ud-train.conllu 12050_46	en-ud-train.conllu 12050	63	63	en-ud-train.conllu 12050_63	found	find	waste	waste	2	3	12 	 26	42 	 90	4.0	4.0	4.0	511
train	619	en-ud-train.conllu 9147	6	4	en-ud-train.conllu 9147_4	en-ud-train.conllu 9147	14_15_16	15	en-ud-train.conllu 9147_15	are	what	being pals at	pal	6	5	9 	 90	42 	 65	4.0	4.0	4.0	182
train	619	en-ud-train.conllu 2165	8	8	en-ud-train.conllu 2165_8	en-ud-train.conllu 2165	15	15	en-ud-train.conllu 2165_15	backpedalling	backpedal	overcome	overcome	4	4	13 	 46	54 	 85	4.0	4.0	4.0	26
train	619	en-ud-train.conllu 8495	44_45	45	en-ud-train.conllu 8495_45	en-ud-train.conllu 8495	47	47	en-ud-train.conllu 8495_47	are able	able	share	share	5	5	13 	 86	13 	 86	4.0	4.0	4.0	161
train	71	en-ud-train.conllu 1338	15	15	en-ud-train.conllu 1338_15	en-ud-train.conllu 1338	17	17	en-ud-train.conllu 1338_17	won	win	driving	drive	5	6	28 	 37	46 	 54	4.0	4.0	4.0	16
train	71	en-ud-train.conllu 2122	1	1	en-ud-train.conllu 2122_1	en-ud-train.conllu 2122	7	7	en-ud-train.conllu 2122_7	is	be	defining	define	5	6	16 	 25	57 	 67	4.0	4.0	4.0	25
train	71	en-ud-train.conllu 1872	8	8	en-ud-train.conllu 1872_8	en-ud-train.conllu 1872	21	21	en-ud-train.conllu 1872_21	like	like	depending	depend	4	6	26 	 35	53 	 63	4.0	4.0	4.0	22
train	71	en-ud-train.conllu 9418	8	8	en-ud-train.conllu 9418_8	en-ud-train.conllu 9419	15	15	en-ud-train.conllu 9419_15	Look	look	goes	go	2	2	24 	 36	74 	 86	4.0	4.0	4.0	188
train	71	en-ud-train.conllu 7849	2_3_4	4	en-ud-train.conllu 7849_4	en-ud-train.conllu 7849	15	15	en-ud-train.conllu 7849_15	are extremely accurate	accurate	high	high	2	3	11 	 31	46 	 55	4.0	4.0	4.0	130
train	653	en-ud-train.conllu 12227	4	4	en-ud-train.conllu 12227_4	en-ud-train.conllu 12228	1	1	en-ud-train.conllu 12228_1	bring	bring	told	tell	3	1	31 	 49	35 	 41	2.0	4.0	4.0	525
train	653	en-ud-train.conllu 3763	11	11	en-ud-train.conllu 3763_11	en-ud-train.conllu 3763	28	28	en-ud-train.conllu 3763_28	felt	feel	help	help	3	2	31 	 52	35 	 45	3.0	1.0	4.0	43
train	653	en-ud-train.conllu 11562	5	5	en-ud-train.conllu 11562_5	en-ud-train.conllu 11562	19	19	en-ud-train.conllu 11562_19	waited	wait	paraded	parade	3	2	33 	 61	35 	 57	4.0	4.0	4.0	466
train	653	en-ud-train.conllu 202	7	7	en-ud-train.conllu 202_7	en-ud-train.conllu 203	1_2_3_4_5	4	en-ud-train.conllu 203_4	said	say	is a strong supporter of	supporter	2	7	35 	 51	35 	 76	4.0	4.0	4.0	5
train	653	en-ud-train.conllu 5637	9	9	en-ud-train.conllu 5637_9	en-ud-train.conllu 5637	19	19	en-ud-train.conllu 5637_19	have	have	are	be	6	5	23 	 65	29 	 50	4.0	3.0	4.0	63
train	619	en-ud-train.conllu 11103	4	4	en-ud-train.conllu 11103_4	en-ud-train.conllu 11103	21	21	en-ud-train.conllu 11103_21	state	state	care	care	2	6	53 	 65	14 	 89	4.0	4.0	4.0	411
train	619	en-ud-train.conllu 2069	1_2_3_4_5	5	en-ud-train.conllu 2069_5	en-ud-train.conllu 2070	11	11	en-ud-train.conllu 2070_11	is out of the office	office	should	should	3	2	19 	 65	35 	 49	4.0	4.0	4.0	24
train	619	en-ud-train.conllu 6033	7	7	en-ud-train.conllu 6033_7	en-ud-train.conllu 6033	18	18	en-ud-train.conllu 6033_18	coming	come	consider	consider	7	7	35 	 86	11 	 65	4.0	4.0	4.0	71
train	619	en-ud-train.conllu 12424	24	24	en-ud-train.conllu 12424_24	en-ud-train.conllu 12424	34	34	en-ud-train.conllu 12424_34	promise	promise	heard	hear	5	5	18 	 65	18 	 65	4.0	4.0	4.0	536
train	619	en-ud-train.conllu 5520	7	7	en-ud-train.conllu 5520_7	en-ud-train.conllu 5521	3	3	en-ud-train.conllu 5521_3	done	do	begins	begin	2	2	21 	 65	21 	 39	4.0	4.0	4.0	60
train	186	en-ud-train.conllu 6197	2_3_4_5	5	en-ud-train.conllu 6197_5	en-ud-train.conllu 6198	7	7	en-ud-train.conllu 6198_7	is from an article	article	email	email	2	2	22 	 32	32 	 52	2.0	3.0	2.0	74
